fold,slice_file_name,class_name
6.갇힘,6.갇힘_178312_label.wav,갇힘
6.갇힘,6.갇힘_372712_label.wav,갇힘
6.갇힘,6.갇힘_174811_label.wav,갇힘
6.갇힘,6.갇힘_170622_label.wav,갇힘
6.갇힘,6.갇힘_465648_label.wav,갇힘
6.갇힘,6.갇힘_182947_label.wav,갇힘
6.갇힘,6.갇힘_373939_label.wav,갇힘
6.갇힘,6.갇힘_177799_label.wav,갇힘
6.갇힘,6.갇힘_170750_label.wav,갇힘
6.갇힘,6.갇힘_422054_label.wav,갇힘
6.갇힘,6.갇힘_184936_label.wav,갇힘
6.갇힘,6.갇힘_183116_label.wav,갇힘
6.갇힘,6.갇힘_182635_label.wav,갇힘
6.갇힘,6.갇힘_172356_label.wav,갇힘
6.갇힘,6.갇힘_171822_label.wav,갇힘
6.갇힘,6.갇힘_173725_label.wav,갇힘
6.갇힘,6.갇힘_170723_label.wav,갇힘
6.갇힘,6.갇힘_176384_label.wav,갇힘
6.갇힘,6.갇힘_166433_label.wav,갇힘
6.갇힘,6.갇힘_162920_label.wav,갇힘
6.갇힘,6.갇힘_175077_label.wav,갇힘
6.갇힘,6.갇힘_175805_label.wav,갇힘
6.갇힘,6.갇힘_419017_label.wav,갇힘
6.갇힘,6.갇힘_171682_label.wav,갇힘
6.갇힘,6.갇힘_163691_label.wav,갇힘
6.갇힘,6.갇힘_173958_label.wav,갇힘
6.갇힘,6.갇힘_376918_label.wav,갇힘
6.갇힘,6.갇힘_420550_label.wav,갇힘
6.갇힘,6.갇힘_184940_label.wav,갇힘
6.갇힘,6.갇힘_170495_label.wav,갇힘
6.갇힘,6.갇힘_175618_label.wav,갇힘
6.갇힘,6.갇힘_465210_label.wav,갇힘
6.갇힘,6.갇힘_168328_label.wav,갇힘
6.갇힘,6.갇힘_169030_label.wav,갇힘
6.갇힘,6.갇힘_177489_label.wav,갇힘
6.갇힘,6.갇힘_163162_label.wav,갇힘
6.갇힘,6.갇힘_167936_label.wav,갇힘
6.갇힘,6.갇힘_162962_label.wav,갇힘
6.갇힘,6.갇힘_163138_label.wav,갇힘
6.갇힘,6.갇힘_165465_label.wav,갇힘
6.갇힘,6.갇힘_178129_label.wav,갇힘
6.갇힘,6.갇힘_465661_label.wav,갇힘
6.갇힘,6.갇힘_168231_label.wav,갇힘
6.갇힘,6.갇힘_183515_label.wav,갇힘
6.갇힘,6.갇힘_160951_label.wav,갇힘
6.갇힘,6.갇힘_465522_label.wav,갇힘
6.갇힘,6.갇힘_184343_label.wav,갇힘
6.갇힘,6.갇힘_465079_label.wav,갇힘
6.갇힘,6.갇힘_184359_label.wav,갇힘
6.갇힘,6.갇힘_417348_label.wav,갇힘
6.갇힘,6.갇힘_169070_label.wav,갇힘
6.갇힘,6.갇힘_185280_label.wav,갇힘
6.갇힘,6.갇힘_168069_label.wav,갇힘
